,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL
127,P49211,سقيا الماء للأسر المتعففة,"157,000ر.س",10/01/2025,634,المواطنون,"14,380",جمعية خير للخدمات الإنسانية بمركز الجرذاوية,الجرذاوية,https://ehsan.sa/projects/0/48212?amount=null
128,P49221,عملية قلب لمريض متعفف,"80,500ر.س",10/01/2025,1,المواطنون والمقيمون بالمملكة,"5,105",جمعية رعاية مرضى القلب,الرياض,https://ehsan.sa/projects/0/48222?amount=null
129,P49195,السلال الغذائية للأسر المتعففة,"140,000ر.س",08/01/2025,700,المواطنون والمقيمون بالمملكة,"9,322",جمعية البر الأهلية ببني كبير,بني كبير,https://ehsan.sa/projects/0/48196?amount=null
130,P49185,كفالة الأرامل والمطلقات,"162,000ر.س",07/01/2025,54,المواطنون,"9,961",جمعية ساعي لخدمة الارامل والمطلقات بمركز فضلا,مركز فضلا,https://ehsan.sa/projects/0/48186?amount=null
131,P49190,إعانة أسر السجناء,"84,000ر.س",07/01/2025,7,المواطنون,"3,834",جمعية عمر بن الخطاب الخيرية بالعرقين,العرقين,https://ehsan.sa/projects/0/48191?amount=null
132,P49192,كفالة حفظة كتاب الله,"60,000ر.س",07/01/2025,175,المواطنون والمقيمون بالمملكة,"5,856",جمعية تحفيظ القرآن الكريم بإمباري,عقلة الصقور,https://ehsan.sa/projects/0/48195?amount=null
133,P49179,زراعة الأشجار لمكافحة التصحر,"50,000ر.س",07/01/2025,100,المواطنون,"6,819",جمعية التنمية الأهلية بقرى آل عاصم,رجال ألمع,https://ehsan.sa/projects/0/48180?amount=null
134,P49175,كفالة رواتب معلمي تحفيظ القرآن الكريم,"240,000ر.س",05/01/2025,100,المواطنون,"19,715",جمعية مشكاة لتحفيظ القرآن الكريم ببيشة,بيشة,https://ehsan.sa/projects/0/48176?amount=null
135,P49168,تأمين قطع غيار القوقعة الإلكترونية لضعاف السمع,"250,000ر.س",05/01/2025,40,المواطنون,"19,011",جمعية الأطفال زارعي القوقعة,الرياض,https://ehsan.sa/projects/0/48169?amount=null
136,P49178,تدريب وتأهيل المكفوفين,"53,750ر.س",04/01/2025,10,المواطنون,"4,579",جمعية امل لرعاية ذوي الاعاقة واسرهم,بقعاء,https://ehsan.sa/projects/0/48179?amount=null
137,P49191,عملية جراحية لمريضة متعففة,"10,200ر.س",04/01/2025,1,المواطنون,379,جمعية عون الطبية,جازان,https://ehsan.sa/projects/0/48192?amount=null
138,P49166,إعانة أسر السجناء,"185,000ر.س",04/01/2025,81,المواطنون,"14,946",جمعية كسوة الكاسي,أبي عريش,https://ehsan.sa/projects/0/48167?amount=null
139,P49165,دعم المقبلين على الزواج,"345,000ر.س",03/01/2025,23,المواطنون,"21,521",جمعية زواج الخيرية ورعاية الاسرة بالباحة فرح,بلجرشي,https://ehsan.sa/projects/0/48166?amount=null
140,P49161,العمليات الجراحية للمتعففين,"440,345ر.س",03/01/2025,12,المواطنون والمقيمون بالمملكة,"26,000",جمعية تكامل الصحية,الرياض,https://ehsan.sa/projects/0/48162?amount=null
141,P49158,تأثيث منازل المتعففين,"200,000ر.س",03/01/2025,20,المواطنون,"16,847",جمعية الأسر المستدامة والاسكان بالقرة,النقرة,https://ehsan.sa/projects/0/48159?amount=null
142,P49170,السلال الغذائية للأسر المتعففة,"120,900ر.س",02/01/2025,403,المواطنون,"7,014",جمعية زائد لحفظ النعمة بمحافظة احد المسارحة,أحد المسارحة,https://ehsan.sa/projects/0/48175?amount=null
143,P49145,الكفالة التعليمية للطلاب المتعففين,"713,115ر.س",02/01/2025,207,المواطنون,"50,172",جمعية دعم التعليم تعلم,الرياض,https://ehsan.sa/projects/0/48146?amount=null
144,P49111,زراعة الأشجار لمكافحة التصحر,"200,000ر.س",01/01/2025,"25,000",المواطنون والمقيمون بالمملكة,"22,637",جمعية البراري,تمير,https://ehsan.sa/projects/0/48112?amount=null
145,P49157,توفير خزانات المياه للأسر المتعففة,"200,000ر.س",31/12/2024,200,المواطنون,"16,090",جمعية سيل الاهلية,الرياض,https://ehsan.sa/projects/0/48158?amount=null
146,P49160,عملية استئصال ورم لمريض متعففة,"20,469ر.س",31/12/2024,1,المقيمون بالمملكة,994,جمعية هبه الصحية للنساء والولادة والاطفال,جازان,https://ehsan.sa/projects/0/48161?amount=null
147,P49154,التكفل بالعمرة للمتعففين,"308,700ر.س",31/12/2024,882,المواطنون والمقيمون بالمملكة,"24,295",جمعية الدعوة والإرشاد وتوعية الجاليات في سميراء,سميراء,https://ehsan.sa/projects/0/48155?amount=null
148,P49156,السلال الغذائية للأسر المتعففة,"92,800ر.س",30/12/2024,232,المواطنون,"4,115",جمعية روافد الخيرية النسائية,العيص,https://ehsan.sa/projects/0/48157?amount=null
149,P49152,علاج طفلة مصابة بالسرطان,"302,768ر.س",30/12/2024,1,المقيمون بالمملكة,"17,963",بصمة تفاؤل لمرضى سرطان الاطفال,بريدة,https://ehsan.sa/projects/0/48153?amount=null
150,P49127,تأثيث منازل المتعففين,"270,000ر.س",29/12/2024,103,المواطنون,"14,756",جمعية معين الانسانية,جدة,https://ehsan.sa/projects/0/48128?amount=null
151,P49128,طباعة المصحف الشريف,"750,000ر.س",28/12/2024,"50,000",المواطنون والمقيمون بالمملكة,"53,716",مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,المدينة المنورة,https://ehsan.sa/projects/0/48129?amount=null
152,P49144,دعم المقبلين على الزواج,"130,000ر.س",27/12/2024,13,المواطنون,"7,136",جمعية البر الخيرية بدفاق,دقاق,https://ehsan.sa/projects/0/48145?amount=null
153,P49146,توفير السخانات للأسر المتعففة,"116,100ر.س",27/12/2024,387,المواطنون,"7,343",جمعية البر الخيرية برويضة العرض,الرويضة,https://ehsan.sa/projects/0/48147?amount=null
154,P49142,عملية مريض يعاني من ضيق الشرايين,"43,700ر.س",26/12/2024,1,المواطنون والمقيمون بالمملكة,"2,250",جمعية رعاية مرضى القلب,الرياض,https://ehsan.sa/projects/0/48143?amount=null
155,P49137,توفير البطانيات للأسر المتعففة,"66,600ر.س",26/12/2024,74,المواطنون والمقيمون بالمملكة,"3,014",جمعية البر الخيرية بالعظيم,العظيم,https://ehsan.sa/projects/0/48138?amount=null
156,P49125,دعم المقبلين على الزواج,"160,000ر.س",25/12/2024,32,المواطنون,"9,629",جمعية التنمية الاجتماعية بالغالة,الغالة,https://ehsan.sa/projects/0/48126?amount=null
157,P49136,المستلزمات الشتوية للأسر المتعففة,"105,000ر.س",25/12/2024,193,المواطنون,"6,009",جمعية البر الخيرية بجهام,جهام,https://ehsan.sa/projects/0/48137?amount=null
158,P49140,عملية في العيون لمريضة متعففة,"22,620ر.س",25/12/2024,1,المواطنون,"1,268",جمعية الإحسان الطبية الخيرية,جازان,https://ehsan.sa/projects/0/48141?amount=null
159,P49120,توفير برادات المياه لضيوف الرحمن,"200,000ر.س",25/12/2024,"200,000",المواطنون والمقيمون بالمملكة,"19,361",جمعية خدمة ضيوف الرحمن بمنطقة تبوك,حالة عمار,https://ehsan.sa/projects/0/48121?amount=null
160,P49063,الجلسات العلاجية للمطلقات,"250,000ر.س",25/12/2024,125,المواطنون والمقيمون بالمملكة,"24,285",جمعية التنمية الأسرية بخميس مشيط آمال,خميس  مشيط,https://ehsan.sa/projects/0/48064?amount=null
161,P49135,سخانات المياه للأسر المتعففة,"120,000ر.س",25/12/2024,186,المواطنون,"9,619",عطاء الإحسان,الطرفية الغربيه,https://ehsan.sa/projects/0/48136?amount=null
162,P49104,إعانة أسر السجناء,"300,070ر.س",24/12/2024,87,المواطنون,"7,900",جمعية ايأدي الأمل للتوعية بأضرار المخدرات ورعاية المتعافين,محايل عسير,https://ehsan.sa/projects/0/48105?amount=null
163,P49121,السلال الغذائية للأسر المتعففة,"104,000ر.س",24/12/2024,80,المواطنون,"8,663",جمعية التنمية الأهلية بوسط بيشة,بيشة,https://ehsan.sa/projects/0/48122?amount=null
164,P49118,توفير البطانيات للأسر المتعففة,"152,000ر.س",24/12/2024,152,المواطنون والمقيمون بالمملكة,"12,743",جمعية عطاء بالحصينية,الحصينية,https://ehsan.sa/projects/0/48119?amount=null
165,P49129,الكسوة الشتوية للأسر المتعففة,"200,000ر.س",23/12/2024,399,المواطنون,"16,675",الجمعية الخيرية لرعاية الايتام بتبوك,تبوك,https://ehsan.sa/projects/0/48130?amount=null
166,P49123,جلسات العلاج الكيميائي لمريض بسرطان الساركوما العظمية,"43,428ر.س",22/12/2024,1,المقيمون بالمملكة,"1,574",جمعية الإحسان الطبية الخيرية,جازان,https://ehsan.sa/projects/0/48124?amount=null
167,P49116,الدورات التدريبية للمتعففين,"280,000ر.س",22/12/2024,202,المواطنون,"5,397",جمعية سند التعليمية,الحجرة,https://ehsan.sa/projects/0/48117?amount=null
168,P49095,الرعاية الصحية للمتعففين,"240,000ر.س",22/12/2024,19,المواطنون والمقيمون بالمملكة,"12,126",جمعية سفانة الخيرية للخدمات الصحية بحائل,حائل,https://ehsan.sa/projects/0/48096?amount=null
169,P49124,عملية زراعة النخاع لطفلة مريضة,"43,162ر.س",21/12/2024,1,المقيمون بالمملكة,489,جمعية الإحسان الطبية الخيرية,جازان,https://ehsan.sa/projects/0/48125?amount=null
170,P49108,الكفالة التعليمية للطلاب المتعففين,"120,000ر.س",21/12/2024,60,المواطنون,"11,942",جمعية التنمية الاهلية بخليص,خليص,https://ehsan.sa/projects/0/48109?amount=null
171,P49115,أجهزة التدفئة للأسر المتعففة,"73,300ر.س",20/12/2024,359,المواطنون,"3,531",جمعية البر الخيرية بمحافظة قرية العليا,قرية العليا,https://ehsan.sa/projects/0/48116?amount=null
172,P49093,الكسوة الشتوية للأسر المتعففة,"54,000ر.س",20/12/2024,40,المواطنون,"3,391",جمعية الخدمات الانسانية ببدائع البادية,الشملي,https://ehsan.sa/projects/0/48094?amount=null
173,P49094,سداد إيجار مساكن أطفال السرطان,"67,800ر.س",20/12/2024,4,المواطنون والمقيمون بالمملكة,"3,766",بصمة تفاؤل لمرضى سرطان الاطفال,الرياض,https://ehsan.sa/projects/0/48095?amount=null
174,P49065,دعم المقبلين على الزواج,"500,000ر.س",19/12/2024,50,المواطنون,"29,230",جمعية ابن باز للتنمية الأسرية,الرياض,https://ehsan.sa/projects/0/48066?amount=null
175,P49042,الأجهزة المنزلية للمتعففين,"278,400ر.س",18/12/2024,87,المواطنون,"17,836",جمعية البر الخيرية بالقنفذة,القنفذه,https://ehsan.sa/projects/0/48043?amount=null
176,P49105,المنح الدراسية للطلاب المتعففين,"25,333ر.س",18/12/2024,4,المواطنون,"1,096",جمعية فتاة الخليج الخيرية النسائية بالخبر,الخبر,https://ehsan.sa/projects/0/48106?amount=null
